,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_sw,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,sj_ndvi_se,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,iq_ndvi_ne,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_station_max_temp_c,iq_station_precip_mm,sj_precipitation_amt_mm,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_relative_humidity_percent,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,sj_station_precip_mm,iq_precipitation_amt_mm,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_relative_humidity_percent,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_specific_humidity_g_per_kg,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_min_temp_c
2002-12-03,-0.2439,-0.1209333,0.2488429,0.2528,0.3449571,0.34832859999999993,0.2790857,300.17,300.314285714,295.205714286,302.0,298.0,0.3008,298.32428571400004,299.657142857,296.48571428599996,306.8,294.3,33.7,46.0,0.0,5.9,74.3728571429,0.0,16.5785714286,2.7142857142900003,26.4285714286,7.285714285710001,31.1,21.7,2.9,49.69,49.2,90.66285714290001,49.69,18.1057142857,8.0,28.5,9.75,22.9
2002-12-10,-0.1743,-0.0723,0.1713,0.14242860000000002,0.2886714,0.1850714,0.1993,299.892857143,299.928571429,294.978571429,301.4,298.3,0.26802859999999995,297.88428571400004,298.95,296.39,307.4,294.2,34.0,57.2,7.32,7.45,74.5171428571,7.32,16.3271428571,1.77142857143,26.0714285714,6.6428571428600005,30.0,21.7,40.6,35.02,30.89,92.61428571430001,35.02,18.0042857143,7.92857142857,27.65,9.45,22.9
2002-12-17,-0.043,-0.12895,0.2088,0.1839143,0.2707143,0.2090286,0.1854143,299.37857142900003,299.6,294.577142857,301.2,297.7,0.2542286,297.81857142900003,299.05714285700003,296.627142857,306.0,294.8,34.0,24.0,0.0,8.3,74.9428571429,0.0,15.918571428599998,2.37142857143,25.9285714286,6.97142857143,30.6,21.7,18.6,25.73,24.3,93.8457142857,25.73,18.2614285714,6.85714285714,27.98,8.72,23.3
2002-12-24,0.0358,-0.2528,0.1369286,0.1364,0.1718286,0.1895857,0.2434333,298.638571429,298.80714285700003,294.805714286,301.1,296.7,0.1194,297.872857143,299.171428571,296.63,305.7,293.8,33.8,137.9,6.58,19.7,79.4828571429,6.58,16.16,2.78571428571,25.7,5.77142857143,29.4,22.2,31.7,151.73,54.7,93.40857142860001,151.73,18.2357142857,8.0,27.975,10.65,21.9
2003-01-01,-0.07195,-0.04525,0.1757143,0.3004143,0.3291857,0.31842859999999995,0.2304571,298.041428571,298.085714286,294.38142857099996,300.3,295.8,0.3234143,299.375714286,300.821428571,295.87142857099997,308.6,293.1,34.4,92.9,0.0,20.5,80.30857142859999,0.0,15.8457142857,1.6571428571399998,25.0571428571,5.87142857143,28.9,21.1,25.7,46.91,28.3,84.06,46.91,17.4528571429,12.1,28.45,9.95,22.4
2003-01-08,-0.2,-0.07096667,0.1824833,0.4024429,0.4149286,0.4697,0.18055,298.61571428599996,298.721428571,294.604285714,300.7,296.8,0.4884,297.684285714,299.171428571,295.944285714,308.6,291.5,35.0,35.1,0.0,36.6,78.6714285714,0.0,15.94,2.04285714286,25.4571428571,6.65714285714,30.0,21.1,35.3,11.77,33.6,91.56,11.77,17.497142857100002,8.42857142857,28.9333333333,10.2,22.1
2003-01-15,0.0466,0.008225,0.2266286,0.16946670000000005,0.2915429,0.3012857,0.2926429,298.861428571,299.12142857099997,294.217142857,301.1,296.0,0.303,296.92,298.614285714,295.901428571,305.2,293.4,33.3,164.4,0.0,2.5,75.7028571429,0.0,15.5871428571,3.0714285714300003,25.728571428600002,7.94285714286,31.1,20.6,0.0,60.46,27.9,94.3742857143,60.46,17.43,7.74285714286,28.0,9.5,22.5
2003-01-22,0.05374,0.071375,0.1565714,0.2602714,0.2069286,0.2895,0.1781714,299.042857143,299.35,294.268571429,301.0,297.4,0.2249571,298.125714286,299.564285714,295.00142857099996,307.7,291.6,34.2,67.1,0.0,3.6,75.0157142857,0.0,15.6,2.7,25.6857142857,7.44285714286,30.6,21.1,2.9,84.05,8.8,84.46,84.05,16.5142857143,10.2714285714,28.4,10.6,23.0
2003-01-29,0.0214,0.0542,0.1010286,0.1406286,0.1913857,0.1834429,0.08465,298.18142857099997,298.357142857,294.337142857,301.1,296.4,0.1660286,299.487142857,300.242857143,294.012857143,310.0,292.5,35.4,7.9,0.0,32.3,79.5171428571,0.0,15.7,2.65714285714,25.3285714286,7.1,30.6,20.6,59.7,35.05,6.26,74.8842857143,35.05,15.5928571429,11.771428571400001,28.6,12.0,22.5
2003-02-05,0.0567,0.0702,0.1746714,0.08642857,0.1368,0.15671429999999995,0.1939857,298.211428571,298.321428571,294.257142857,300.9,296.4,0.19145,297.218571429,298.4,296.218571429,304.9,292.0,33.8,41.9,25.2,18.4,78.8414285714,25.2,15.63,2.7,25.2,6.97142857143,29.4,21.1,19.4,56.36,170.6,94.55285714290001,56.36,17.8528571429,7.45714285714,26.6,7.0,22.4
2003-02-12,0.0541,-0.09663333,0.2225,0.2284143,0.2521143,0.28647140000000004,0.1922667,298.37,298.435714286,294.577142857,300.3,296.3,0.3137143,296.585714286,297.671428571,295.52,302.9,293.2,33.2,55.9,68.17,33.6,79.72428571430001,68.17,15.9142857143,2.32857142857,25.4,6.17142857143,29.4,21.7,37.1,70.63,38.7,94.3542857143,70.63,17.0157142857,6.02857142857,26.75,8.35,22.4
2003-02-19,0.0015,-0.03445,0.1584857,0.13551429999999998,0.10365710000000003,0.13371429999999998,0.1614286,298.78,299.0,294.025714286,300.9,297.3,0.1262571,298.567142857,300.1,296.392857143,308.6,292.5,32.4,121.9,0.0,9.7,75.0771428571,0.0,15.37,2.65714285714,25.5857142857,7.05714285714,30.6,20.6,7.4,25.03,41.1,89.97428571430002,25.03,18.02,10.885714285699999,28.52083725545052,10.85918183527294,23.3
2003-02-26,-0.03046667,-0.0001,0.15611670000000002,0.2366333,0.22915,0.2072833,0.1286333,298.67,298.835714286,293.854285714,300.6,296.9,0.2976,299.35,300.51428571400004,296.41,308.6,294.4,35.0,0.0,0.0,7.2,74.7342857143,0.0,15.194285714300001,2.3,25.6285714286,6.74285714286,30.0,21.1,8.2,132.2,53.6,86.0128571429,132.2,18.0442857143,9.114285714289998,29.4,11.2,22.9
2003-03-05,-0.20635,-0.141,0.29982859999999995,0.13895710000000006,0.2340571,0.1851429,0.3221857,298.73571428599996,298.992857143,293.47571428599997,300.7,296.9,0.1695286,297.508571429,298.892857143,295.94285714299997,306.6,294.3,32.9,5.0,0.0,0.5,72.69,0.0,14.8728571429,3.01428571429,25.285714285700003,8.04285714286,29.4,20.6,5.1,63.71,134.46,92.4685714286,63.71,17.5,7.9,27.95,9.1,22.9
2003-03-12,0.02535,0.0481,0.1365286,0.19028570000000006,0.1589429,0.1636286,0.1018429,299.004285714,299.271428571,294.108571429,300.9,297.1,0.2,296.68,297.635714286,295.94142857099996,305.9,292.4,32.0,98.4,0.0,2.7,74.6085714286,0.0,15.49,2.62857142857,26.5428571429,7.385714285710001,31.1,21.7,2.6,47.97,186.8,96.1714285714,47.97,17.5157142857,6.24285714286,26.7,7.5,22.1
2003-03-19,-0.05203333,0.014219999999999997,0.1822714,0.2251571,0.2191714,0.2485,0.15564289999999995,298.88142857099996,299.05714285700003,293.484285714,300.8,297.4,0.2142143,297.892857143,299.171428571,296.63285714299997,308.9,293.4,33.5,61.9,0.0,1.8,72.13571428569999,0.0,14.8842857143,2.42857142857,26.4571428571,7.92857142857,31.1,21.7,1.3,109.04,362.03,93.62857142860001,109.04,18.252857142899998,8.34285714286,27.6,9.9,22.7
2003-03-26,-0.1169,-0.091575,0.1867714,0.2694571,0.1268571,0.2059143,0.1527286,298.75285714299997,299.035714286,293.801428571,301.6,296.3,0.1475286,298.64428571400003,300.392857143,296.81857142900003,308.1,294.3,42.2,75.9,0.0,7.3,74.3257142857,0.0,15.2214285714,3.75714285714,26.9285714286,7.05714285714,32.2,22.8,2.0,93.61,44.5,91.5942857143,93.61,18.4842857143,9.47142857143,30.8,15.8,21.8
2003-04-02,0.0925,-0.05085,0.1214286,0.26277140000000004,0.2065,0.2886857,0.1298,298.9,299.042857143,294.331428571,301.9,296.8,0.2482,298.077142857,299.642857143,296.642857143,307.5,292.9,34.2,75.0,0.0,7.5,76.1342857143,0.0,15.73,3.37142857143,26.7,6.985714285710001,33.3,22.2,30.0,89.38,44.72,93.0142857143,89.38,18.2785714286,9.34285714286,28.26,9.96,22.6
2003-04-09,0.12815,0.09896667,0.1395429,0.1842,0.1931286,0.2087857,0.1515,298.33,298.407142857,294.542857143,301.1,296.1,0.2052429,298.082857143,298.971428571,297.358571429,305.9,293.9,34.5,79.0,38.52,43.64,79.63571428569999,38.52,15.9014285714,2.7,26.4,6.17142857143,32.2,22.8,28.2,78.59,86.23,96.27,78.59,19.0785714286,7.02857142857,28.175,9.675,22.9
2003-04-16,0.0199,-0.0029,0.09557143,0.2182286,0.1998714,0.2621429,0.07464286,298.702857143,298.771428571,295.007142857,301.3,296.8,0.2668286,296.74714285700003,297.521428571,295.99,304.0,293.2,34.2,49.0,5.96,23.5,80.24142857140001,5.96,16.3814285714,2.74285714286,26.4285714286,6.68571428571,31.7,22.8,46.5,51.14,43.85,95.99285714290001,51.14,17.5342857143,4.75714285714,27.72,8.48,22.4
2003-04-23,-0.078,-0.1252,0.1594714,0.2531714,0.28522859999999994,0.2931,0.14867139999999998,298.445714286,298.421428571,295.482857143,301.4,296.3,0.32344290000000003,297.992857143,299.478571429,296.50142857099996,306.3,293.4,33.9,82.9,389.6,111.7,83.7514285714,389.6,16.8857142857,2.78571428571,25.3571428571,6.42857142857,30.6,20.6,88.2,77.34,56.6,92.54714285709998,77.34,18.1557142857,8.385714285710003,28.2,10.45,21.8
2003-04-30,0.0681,0.0355,0.2120714,0.3769143,0.2636143,0.3348429,0.2512714,299.185714286,299.4,295.447142857,302.3,296.8,0.4350571,296.69142857099996,297.585714286,296.16,304.5,294.0,32.9,105.9,26.56,15.2,80.0714285714,26.56,16.8328571429,3.08571428571,26.9285714286,6.5,32.2,23.3,75.2,65.43,247.6,97.27714285709999,65.43,17.6885714286,5.08571428571,27.2,8.333333333330001,22.7
2003-05-07,-0.0477,0.072125,0.2382143,0.1501,0.1834667,0.1477,0.2656833,300.038571429,300.207142857,295.18,302.2,298.3,0.1994286,296.45428571400004,297.964285714,295.70428571400004,305.2,292.9,33.6,69.0,16.65,1.5,74.80857142859999,16.65,16.5171428571,3.01428571429,27.6428571429,7.57142857143,32.8,23.3,2.5,138.05,59.5,96.14,138.05,17.2228571429,7.15714285714,28.35,9.31666666667,23.4
2003-05-14,0.01485,-0.0432,0.1725429,0.1847,0.2614571,0.2688857,0.16875710000000002,299.577142857,299.728571429,294.601428571,301.5,297.7,0.2454286,294.922857143,295.242857143,294.567142857,301.5,290.1,32.5,246.2,10.86,7.7,74.23,10.86,15.93,2.7142857142900003,26.9,6.82857142857,31.1,22.8,7.0,84.16,95.3,98.13285714290001,84.16,16.0857142857,4.77142857143,27.0,8.8,22.0
2003-05-21,0.017425,0.0041,0.1243571,0.16695,0.1843,0.17074289999999998,0.15261429999999998,299.63428571400004,299.707142857,295.184285714,301.5,298.0,0.1892571,295.87857142900003,296.835714286,295.035714286,304.1,291.6,32.5,145.8,60.93,13.76,76.7042857143,60.93,16.5728571429,2.32857142857,27.0571428571,6.77142857143,31.1,22.8,10.1,23.7,34.56,95.8542857143,23.7,16.5157142857,6.75714285714,27.4666666667,8.9,22.3
2003-05-28,-0.0457,-0.007566666999999998,0.17805710000000002,0.1987,0.2537286,0.2544571,0.1959143,299.508571429,299.685714286,296.017142857,301.8,297.0,0.2411429,297.648571429,298.971428571,296.08,306.1,293.3,35.0,187.9,111.7,28.3,81.2914285714,111.7,17.4242857143,2.4,27.7571428571,6.75714285714,32.2,22.8,22.9,166.52,113.8,92.46142857139999,166.52,17.6185714286,9.31428571429,27.7,8.72,22.4
2003-06-04,0.0199,0.06276667,0.175,0.1213143,0.1923143,0.2074,0.1974571,300.091428571,300.335714286,295.555714286,302.4,298.2,0.2369571,296.591428571,297.757142857,296.127142857,303.9,294.2,33.4,72.1,9.1,1.6,76.33428571430001,9.1,16.9014285714,2.72857142857,27.971428571399997,7.385714285710001,32.2,22.8,3.3,70.25,40.7,97.61714285709999,70.25,17.6514285714,5.5142857142900015,27.2,8.15,22.4
2003-06-11,0.05063333,0.055875,0.09871429,0.3539833,0.2658571,0.2809143,0.10935,299.75285714299997,299.842857143,295.397142857,301.6,297.8,0.3135857,296.837142857,297.80714285700003,296.11714285700003,303.4,292.8,33.2,107.0,18.25,20.1,77.1414285714,18.25,16.7585714286,2.7142857142900003,27.4,6.65714285714,31.1,22.8,33.8,98.72,61.8,96.22285714290001,98.72,17.6685714286,7.07142857143,27.7,9.575,21.6
2003-06-18,0.0675,0.0484,0.13698570000000002,0.2755,0.3547571,0.2723143,0.1730429,299.885714286,300.01428571400004,295.63142857099996,301.6,297.9,0.3237,296.008571429,296.757142857,293.978571429,304.9,291.0,33.5,40.4,39.21,21.81,77.7314285714,39.21,17.0228571429,2.45714285714,27.471428571399997,5.58571428571,30.6,23.9,36.6,47.15,5.56,90.04857142860001,47.15,15.4771428571,8.91428571429,27.525,10.725,21.8
2003-06-25,-0.1798,-0.05245,0.1597286,0.2322667,0.1737714,0.1928,0.1182714,299.911428571,300.142857143,296.352857143,301.9,298.5,0.1882571,295.387142857,296.357142857,294.542857143,303.7,291.8,32.7,93.5,17.92,18.4,80.98,17.92,17.7542857143,2.4,28.028571428600006,6.04285714286,32.2,24.4,0.6,88.88,38.1,95.5757142857,88.88,15.985714285699999,6.54285714286,26.95,9.45,21.9
2003-07-02,-0.0853,0.02575,0.2085571,0.1715857,0.3099429,0.2584286,0.2083857,300.35571428599997,300.5,296.362857143,302.0,298.4,0.2618143,295.12857142900003,295.992857143,294.037142857,305.5,291.7,33.8,79.3,0.0,5.8,78.9285714286,0.0,17.744285714300002,2.54285714286,28.6428571429,6.1,32.8,24.4,13.0,61.09,42.5,94.1271428571,61.09,15.511428571400002,6.5,25.866666666700002,7.5,21.7
2003-07-09,-0.0416,0.29600000000000004,0.175,0.1629714,0.1541286,0.1611,0.1916857,299.92714285700004,299.957142857,296.1,301.8,298.1,0.1802714,296.94285714299997,298.30714285700003,294.154285714,307.3,291.4,33.2,1.5,10.83,44.04,79.6585714286,10.83,17.4871428571,2.54285714286,28.0428571429,6.18571428571,31.7,23.9,17.9,53.58,13.55,86.6557142857,53.58,15.6185714286,10.1,27.075,10.875,20.7
2003-07-16,-0.05675,-0.1126667,0.1869,0.16885,0.15908570000000002,0.2314714,0.2248714,300.154285714,300.342857143,296.315714286,301.7,298.4,0.1935714,296.79,298.171428571,293.642857143,306.6,287.3,33.4,23.8,62.57,21.9,79.7442857143,62.57,17.724285714300002,1.9142857142900005,27.471428571399997,5.88571428571,31.7,21.7,43.0,65.2,27.06,85.6114285714,65.2,15.2971428571,12.0,27.6666666667,10.833333333299999,17.4
2003-07-23,0.1045,0.0661,0.1561714,0.1630714,0.2880286,0.2774571,0.1618571,300.50142857099996,300.48571428599996,296.292857143,302.6,298.2,0.2858143,296.48571428599996,298.042857143,291.85,305.4,289.2,32.1,9.9,0.0,13.4,77.8,0.0,17.6585714286,2.8,28.1428571429,6.11428571429,32.8,23.3,8.0,2.64,6.39,77.80428571430001,2.64,13.558571428599999,11.4285714286,26.4666666667,10.366666666699999,18.0
2003-07-30,0.04995,-0.03565,0.192,0.15621429999999994,0.1743286,0.2188143,0.1580333,300.13,300.3,296.89428571400003,301.8,298.9,0.2077857,296.82285714299996,298.357142857,293.184285714,306.9,291.2,32.4,69.1,41.92,46.9,82.6014285714,41.92,18.338571428599998,1.82857142857,27.8714285714,5.55714285714,31.7,24.4,48.9,24.64,12.0,82.27,24.64,14.6857142857,10.314285714299999,27.225,9.9,21.3
2003-08-06,0.0785,0.03633333,0.2106714,0.1746429,0.2174143,0.2323,0.2077857,300.38,300.571428571,296.79,302.1,298.8,0.2443714,297.658571429,298.55,293.04571428599996,308.2,290.8,34.2,117.0,28.0,22.5,80.84,28.0,18.2157142857,2.2571428571400003,28.0714285714,5.8,31.7,25.0,8.2,89.28,6.5,77.8614285714,89.28,14.5842857143,12.642857142899999,27.85,11.2,21.3
2003-08-13,0.0348,0.0317,0.2039857,0.17111429999999994,0.2337429,0.2638,0.2225714,300.512857143,300.578571429,296.69,302.5,298.8,0.2471143,297.338571429,298.271428571,294.11857142900004,307.0,291.3,34.4,79.0,11.37,29.1,79.7885714286,11.37,18.1457142857,2.55714285714,27.9285714286,5.87142857143,32.2,24.4,17.0,52.47,21.0,83.9271428571,52.47,15.588571428599998,10.6571428571,27.4,10.05,21.7
2003-08-20,0.0726,0.0519,0.1578143,0.3624833,0.3566143,0.3855286,0.1617286,300.77428571400003,300.792857143,296.611428571,302.8,298.9,0.4252429,297.36571428599996,298.857142857,293.511428571,308.1,292.0,34.0,18.3,42.46,31.0,78.2542857143,42.46,18.0614285714,2.78571428571,28.1428571429,6.92857142857,32.2,23.9,25.7,45.38,35.1,81.9428571429,45.38,15.01,10.0571428571,27.75,11.9,20.0
2003-08-27,0.0996,0.1,0.1603571,0.2122,0.2508143,0.2652143,0.2043714,300.668571429,300.728571429,297.048571429,302.8,298.7,0.2495857,297.875714286,299.671428571,294.932857143,306.6,291.2,34.4,95.7,98.68,50.86,80.7971428571,98.68,18.571428571400002,2.54285714286,27.9142857143,6.45714285714,31.7,23.3,69.6,29.51,18.03,85.7257142857,29.51,16.4457142857,10.885714285699999,28.0,12.1,21.4
2003-09-03,0.0348,,0.2409286,0.2863143,0.2101857,0.2659857,0.2036286,300.63142857099996,300.75,297.418571429,302.7,298.7,0.3417,297.38142857099996,298.44285714299997,290.97,309.5,289.1,33.9,0.8,86.4,63.0,82.7842857143,86.4,18.9685714286,2.18571428571,27.6857142857,6.07142857143,31.7,24.4,29.8,8.84,33.5,70.9285714286,8.84,12.947142857100001,12.771428571400001,26.65,11.9,18.5
2003-09-10,0.09445,-0.01352,0.2419286,0.2028714,0.1952571,0.2701857,0.2407,300.967142857,301.228571429,297.108571429,303.7,299.0,0.2232286,298.831428571,300.19285714299997,293.92714285700004,310.2,292.0,34.3,53.1,16.81,12.5,79.7042857143,16.81,18.6357142857,3.14285714286,28.728571428600002,6.32857142857,34.4,25.0,20.9,36.42,6.0,76.5328571429,36.42,15.447142857100001,12.671428571400002,27.8333333333,12.3,21.0
2003-09-17,-0.0939,0.086425,0.2247429,0.2609857,0.3164571,0.3851571,0.2489,301.142857143,301.4,296.775714286,304.3,298.8,0.3644857,296.948571429,297.707142857,293.684285714,310.6,288.2,35.3,92.3,38.7,13.9,77.3671428571,38.7,18.2985714286,3.45714285714,28.8714285714,6.4857142857099985,34.4,25.0,2.3,55.73,115.2,85.03,55.73,15.3114285714,10.7571428571,27.8,11.6,16.8
2003-09-24,-0.0874,0.09725,0.2119143,0.3545167,0.3276714000000001,0.3920429,0.2545714,300.791428571,300.914285714,297.12,303.3,298.7,0.4011857,298.14428571400003,299.292857143,295.737142857,307.9,293.0,34.7,27.2,99.61,26.59,80.53,99.61,18.678571428599998,2.7142857142900003,28.0428571429,7.44285714286,33.9,22.2,76.5,100.55,53.36,88.11714285709999,100.55,17.2628571429,9.47142857143,28.0333333333,10.633333333300001,21.8
2003-10-01,0.2614,0.0151,0.2088143,0.2371143,0.2290286,0.2321714,0.2174857,301.194285714,301.407142857,297.267142857,303.5,299.5,0.2535,299.357142857,300.7,295.828571429,310.6,292.9,35.5,34.5,78.94,11.0,79.3557142857,78.94,18.8242857143,2.9,28.6,6.18571428571,32.2,25.0,9.9,74.6,253.3,83.6828571429,74.6,17.4514285714,11.6,28.575,12.175,21.8
2003-10-08,0.0204,0.03275,0.1103714,0.1963833,0.2257571,0.2349286,0.16344289999999995,300.932857143,301.1,296.38428571400004,303.2,299.2,0.1760286,297.91571428599997,299.885714286,296.312857143,309.0,292.5,35.7,138.2,0.61,6.3,76.4357142857,0.61,17.8842857143,2.85714285714,28.1,6.04285714286,31.7,24.4,0.8,38.3,42.5,92.16571428569999,38.3,17.9142857143,11.2,27.2,9.35,22.3
2003-10-15,0.0161,0.0371,0.2677286,0.2288429,0.2752,0.2871143,0.2434,300.678571429,300.828571429,296.94,302.9,298.3,0.2758286,298.162857143,299.35,296.201428571,305.6,293.8,34.4,36.0,118.5,97.7,80.25,118.5,18.4857142857,2.51428571429,27.1285714286,6.68571428571,32.2,22.8,61.0,44.16,34.6,90.34285714290002,44.16,17.7971428571,8.52857142857,28.3,10.65,22.9
2003-10-22,-0.0416,0.0553,0.1281714,0.3795,0.4249429,0.4324429,0.1699286,301.09,301.157142857,296.79,302.9,299.0,0.4750143,298.957142857,300.678571429,296.224285714,311.2,294.6,34.5,32.1,20.44,10.7,77.5314285714,20.44,18.301428571400002,2.85714285714,28.028571428600006,7.0,32.8,23.9,10.9,39.52,41.2,87.37,39.52,17.8957142857,9.95714285714,27.975,10.475,20.7
2003-10-29,0.0892,0.00035,0.08811429,0.1314714,0.11535710000000003,0.1212714,0.09465,300.952857143,301.114285714,296.651428571,303.4,298.6,0.13451429999999998,300.041428571,300.842857143,295.29571428599996,310.1,292.3,35.5,56.4,96.7,17.08,77.5614285714,96.7,18.157142857100002,2.8,27.8,6.92857142857,33.3,23.9,11.0,32.47,6.1,77.7842857143,32.47,16.8728571429,12.0857142857,28.7333333333,11.1333333333,22.8
2003-11-05,0.2614,0.1635,0.1248,0.3269571,0.3912143,0.4190429,0.13771670000000005,300.162857143,300.23571428599996,296.0,302.7,297.5,0.3946571,298.135714286,299.957142857,295.74,310.8,292.3,34.0,139.7,79.96,35.9,78.08,79.96,17.47,3.27142857143,27.3714285714,7.185714285710001,32.8,22.2,62.4,105.14,85.3,88.48,105.14,17.39,9.42857142857,27.6,9.56666666667,21.9
2003-11-12,0.06925,0.055375,0.07488571,0.3246,0.2498,0.3244714,0.06548571,300.054285714,300.05,296.66571428599997,301.7,298.3,0.3176857,298.36714285700003,300.171428571,295.645714286,308.4,290.9,35.5,79.0,97.28,92.1,81.8257142857,97.28,18.16,2.3,27.157142857100002,6.85714285714,31.7,22.8,74.7,31.08,36.4,86.7557142857,31.08,17.2928571429,10.6285714286,28.5,10.85,20.8
2003-11-19,-0.21795,0.015,0.13501429999999998,0.2816571,0.2466667,0.3012571,0.12814289999999998,299.07285714299996,299.15,296.831428571,300.7,297.7,0.2636429,298.68142857099997,300.107142857,296.72571428599997,307.0,294.8,36.0,284.4,390.6,181.74,87.5757142857,390.6,18.37,1.98571428571,26.3,4.68571428571,31.7,23.9,133.2,123.63,40.8,90.88285714290001,123.63,18.378571428599997,9.04285714286,27.9,10.55,22.4
2003-11-26,-0.07015,-0.037775,0.2084571,0.2452,0.3094571,0.29532859999999994,0.2369429,298.814285714,298.907142857,295.76,301.0,297.2,0.2749,299.222857143,299.607142857,296.53,308.5,294.3,34.7,26.2,16.2,38.7,83.41,16.2,17.2271428571,2.3571428571400004,25.971428571399997,6.11428571429,30.6,22.8,54.2,81.27,51.4,86.9957142857,81.27,18.27,9.07142857143,28.3,10.233333333300001,22.0
2003-12-03,-0.00305,0.0534,0.1174857,0.3180571,0.32877140000000005,0.3696429,0.1275667,299.107142857,299.242857143,294.80857142900004,300.7,297.4,0.4003429,298.315714286,299.73571428599996,296.135714286,309.4,293.5,35.1,138.0,0.0,10.26,77.30857142859999,0.0,16.2042857143,1.94285714286,26.1857142857,5.61428571429,29.4,21.7,2.1,72.23,77.83,89.2071428571,72.23,17.7457142857,9.7,28.7666666667,10.1666666667,22.0
2003-12-10,-0.1476,-0.1538,0.1077714,0.24435,0.3519,0.3588,0.16168329999999995,299.174285714,299.185714286,295.031428571,301.5,297.5,0.3586286,298.685714286,300.25,297.338571429,306.4,294.8,34.2,47.4,182.81,50.6,78.2328571429,182.81,16.4685714286,2.14285714286,25.6428571429,5.014285714290001,29.4,22.2,82.8,108.62,178.89,93.23142857139999,108.62,19.1071428571,8.27142857143,28.4,11.7,22.5
2003-12-17,-0.03753333,-0.0526,0.1977429,0.2244,0.1361143,0.13631429999999994,0.2905667,298.555714286,298.607142857,294.992857143,300.5,296.9,0.1926667,298.168571429,299.542857143,296.851428571,308.5,294.1,34.8,66.8,0.0,12.28,80.7971428571,0.0,16.39,2.15714285714,25.842857142899998,5.41428571429,29.4,22.2,11.0,64.95,65.04,93.91714285709999,64.95,18.5328571429,8.34285714286,28.3,10.45,22.1
2003-12-24,0.02085,-0.0398,0.1479444,0.2306556,0.2676444000000001,0.26477779999999995,0.1581375,299.044285714,299.178571429,295.025714286,300.8,297.2,0.2850778,296.297142857,297.05,295.682857143,302.6,294.3,33.1,185.7,1.96,9.14,78.6885714286,1.96,16.3757142857,2.7,26.014285714299998,6.5,30.0,21.1,12.0,49.42,82.68,96.93714285709999,49.42,17.1728571429,4.18571428571,27.3,9.6,22.3
2004-01-01,-0.2683,-0.1237,0.17654289999999995,0.1989667,0.2445571,0.1879571,0.2237571,299.11105523355127,299.22289464713486,295.1101091033031,301.3483293556086,297.26825775656323,0.2025714,296.297142857,297.05,295.682857143,302.6,294.3,33.1,185.7,3.9003709982576593,16.584533077644856,72.94183020742635,3.9003709982576593,14.650775279774107,2.5192275893799345,25.17573771762805,6.139297305504727,28.77971246448005,20.782656641466307,17.59206295096172,67.00784058930054,76.89607443015483,96.34376408350869,67.00784058930054,17.324217252370275,4.306122566723461,26.76535485594889,8.757270339841275,22.12549970693453
2004-01-08,-0.0731,0.0172,0.2224429,0.30885,0.2086286,0.25901430000000003,0.2147286,297.648571429,297.571428571,292.374285714,299.3,296.1,0.24942,297.437142857,298.742857143,296.637142857,304.0,294.9,34.2,137.2,0.0,20.7,72.5771428571,0.0,13.8814285714,2.02857142857,24.3857142857,5.55714285714,27.8,20.6,15.6,78.53,55.3,95.7942857143,78.53,18.255714285699998,6.2,27.4333333333,8.666666666669999,22.4
2004-01-15,0.01485,0.0026,0.2899,0.29844,0.30672,0.34024,0.2821,297.8,297.971428571,293.895714286,299.5,296.5,0.32786,297.75285714299997,298.957142857,297.02,306.2,294.5,34.1,68.1,36.07,20.2,78.9428571429,36.07,15.2571428571,2.17142857143,24.342857142899998,5.95714285714,28.3,20.0,23.7,63.47,62.5,96.12857142860001,63.47,18.7128571429,6.82857142857,28.7,9.9,23.1
2004-01-22,-0.18635,-0.178625,0.01025,0.3365286,0.2566,0.3441143,-0.01553333,297.728571429,298.107142857,293.66571428599997,300.2,295.7,0.3205857,299.62,300.828571429,295.89,308.3,293.6,34.6,20.1,0.0,1.1,78.2642857143,0.0,15.0614285714,3.04285714286,24.528571428600006,6.1,27.8,20.6,10.2,29.23,19.4,82.4671428571,29.23,17.4914285714,11.228571428599999,28.7333333333,11.4,21.8
